"","ProbeName","GeneName","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"13313","A_96_P180714","Solyc05g053860.4.1",4.8527770855069,7.90425867374016,27.5556136635304,1.91170281204583e-09,1.86068642907777e-05,11.3901784844831
"41728","A_96_P250477","Solyc03g123830.4.1",4.9982789103373,9.05408697395133,25.6608338864761,3.42900144245429e-09,1.86068642907777e-05,11.0129382539062
"16522","A_96_P110912","Solyc08g066420.1.1",5.24372292689246,8.3560998205372,25.3557447998733,3.78208240346531e-09,1.86068642907777e-05,10.9474766251409
"10265","A_96_P036186","Solyc08g066420.1.1",4.90310628430395,8.17502325585342,25.2796008055925,3.87643006057869e-09,1.86068642907777e-05,10.9309210692587
"12458","A_96_P109867","Solyc08g082080.3.1",3.06443488061662,13.2137646512488,24.5913228370147,4.85974237940292e-09,1.86614107369072e-05,10.777203125347
"11973","A_96_P084079","Solyc03g123830.4.1",4.15300028125752,7.90909097501093,21.8959307125711,1.2553370166969e-08,4.01707845343008e-05,10.0969470762734
"18736","A_96_P177629","Solyc03g123830.4.1",4.95683660825004,9.20196882617807,20.8970479393495,1.83709482914886e-08,5.03888867423687e-05,9.80869193200032
"41535","A_96_P172559","Solyc06g072530.3.1",4.25436319962938,9.61766272133674,19.0200723595064,3.95035784013598e-08,9.378526694757e-05,9.20413941340805
"13414","A_96_P094039","Solyc03g123830.4.1",4.56152562590762,7.96372512204509,18.7711936546897,4.39618438816734e-08,9.378526694757e-05,9.11716014689136
"33322","A_96_P002786","Solyc06g072840.3.1",3.35010288324288,10.3496109652226,18.3284929160351,5.33530412768563e-08,0.000102437839251564,8.95815034369272
"16294","A_96_P175119","Solyc03g006960.4.1",3.49578939358082,13.3972515315026,17.7192447089565,7.01629434908236e-08,0.000112975682764942,8.72992602300793
"12248","A_96_P228709","Solyc01g094270.3.1",7.56597872070899,8.66628541499162,18.9120911827788,7.06098017280889e-08,0.000112975682764942,8.67662603605042
"10444","A_96_P044416","Solyc04g071520.3.1",3.90145433406373,8.61245949056822,17.4948147234438,7.77877319166429e-08,0.000114886496369196,8.64298925571654
"9840","A_96_P020936","Solyc01g094910.3.1",3.52003471455642,7.50973054356791,17.1258872841423,9.24195421029223e-08,0.000126746800598294,8.49658330177544
"3786","A_96_P216109","Solyc08g082080.3.1",3.25049020834721,12.5642729297515,16.9334813146924,1.0125397005219e-07,0.000129605081666803,8.41845535675193
"11063","A_96_P097679","Solyc03g006250.2.1",2.81220493830285,6.56501834287184,16.5868625579025,1.19654641633793e-07,0.000143585569960552,8.27453991770502
"39318","A_96_P049291","Solyc02g014860.3.1",-1.82991663918043,11.1767734367179,-16.2037633461575,1.44466943874979e-07,0.000163162666023506,8.11057702274969
"18183","A_96_P072614","Solyc01g098110.4.1",-2.53502625864428,12.8384338923578,-15.6945113917136,1.86824139861726e-07,0.000199279082519175,7.88428621258221
"42838","A_96_P008121","Solyc02g078370.1.1",-3.01465885927932,6.82442401183265,-15.3042516225745,2.28738585553036e-07,0.000231146360137804,7.70411794340583
"35356","A_96_P180569","Solyc06g073920.3.1",1.90675899378434,13.4134916707139,15.1481159055219,2.48370474931747e-07,0.000238435655934477,7.63032870361444
"34660","A_96_P009291","Solyc03g123830.4.1",4.88674449233735,8.47816378165597,15.2228673498922,2.83273612623203e-07,0.0002589930172555,7.51008803969773
"18632","A_96_P256527","Solyc03g006250.2.1",3.50016197122705,7.15543819896659,14.6737933782111,3.20547920622669e-07,0.00027975091254342,7.39994328497624
"5994","A_96_P055861","Solyc08g082080.3.1",3.03801963691876,8.76283011105196,14.5648495405957,3.40261118763166e-07,0.000284044064358817,7.34566728850844
